"Date","Price"
2023-09-22,611.24
2023-09-25,609.19
2023-09-26,609.05
2023-09-27,618.3
2023-09-28,615.72
2023-09-29,609.67
2023-10-02,602.01
2023-10-03,600.28
2023-10-04,579.73
2023-10-05,573.27
2023-10-06,575.71
2023-10-09,587.64
2023-10-10,585.09
2023-10-11,577.21
2023-10-12,577.98
2023-10-13,595.85
2023-10-16,591.33
2023-10-17,591.4
2023-10-18,598.98
2023-10-19,602.41
2023-10-20,600.8
2023-10-23,590.77
2023-10-24,583.46
2023-10-25,589.01
2023-10-26,582.78
2023-10-27,591.41
2023-10-30,579.51
2023-10-31,576.97
2023-11-01,575.29
2023-11-02,584.18
2023-11-03,577.89
2023-11-06,578.67
2023-11-07,562.58
2023-11-08,555.76
2023-11-09,554.8
2023-11-10,558.05
2023-11-13,566.97
2023-11-14,567.56
2023-11-15,563.52
2023-11-16,547.61
2023-11-17,556.75
2023-11-20,565
2023-11-21,566.35
2023-11-22,561.71
2023-11-24,554.54
2023-11-27,549.74
2023-11-28,558.48
2023-11-29,563.38
2023-11-30,555.77
2023-12-01,548.71
2023-12-04,543.05
2023-12-05,539.9
2023-12-06,525.05
2023-12-07,525.14
2023-12-08,531.9
2023-12-11,530.4
2023-12-12,520.26
2023-12-13,522.71
2023-12-14,535.48
2023-12-15,537.56
2023-12-18,541.55
2023-12-19,546.27
2023-12-20,545.82
2023-12-21,543.79
2023-12-22,543.73
2023-12-26,551.15
2023-12-27,547.06
2023-12-28,538.9
2023-12-29,535.64
2024-01-02,530.49
2024-01-03,539.16
2024-01-04,536.99
2024-01-05,541.76
2024-01-08,530.19
2024-01-09,538.19
2024-01-10,533.73
2024-01-11,537.07
2024-01-12,538.33
2024-01-16,537.01
2024-01-17,534.31
2024-01-18,540.64
2024-01-19,538.83
2024-01-22,543.86
2024-01-23,545.43
2024-01-24,549.86
2024-01-25,558.65
2024-01-26,561.45
2024-01-29,556.18
2024-01-30,561.23
2024-01-31,555.07
2024-02-01,547.57
2024-02-02,540.01
2024-02-05,541.29
2024-02-06,544.69
2024-02-07,547.75
2024-02-08,556.1
2024-02-09,558.99
2024-02-12,558.07
2024-02-13,559.3
2024-02-14,552.7
2024-02-15,556.09
2024-02-16,558.95
2024-02-20,553.87
2024-02-21,557.33
2024-02-22,559.29
2024-02-23,550.94
2024-02-26,555.92
2024-02-27,561.24
2024-02-28,557.74
2024-02-29,557.93
2024-03-01,564.66
2024-03-04,561.23
2024-03-05,557.53
2024-03-06,562.02
2024-03-07,563.56
2024-03-08,559.46
2024-03-11,561.76
2024-03-12,561.32
2024-03-13,570.29
2024-03-14,573.85
2024-03-15,575.34
2024-03-18,582.4
2024-03-19,582.91
2024-03-20,577.15
2024-03-21,576.95
2024-03-22,574.44
2024-03-25,579.76
2024-03-26,575.57
2024-03-27,573.89
2024-03-28,582.48
2024-04-01,583.88
2024-04-02,590.57
2024-04-03,595.03
2024-04-04,599.18
2024-04-05,601.91
2024-04-08,599.17
2024-04-09,595.7
2024-04-10,598.09
2024-04-11,594.13
2024-04-12,598.32
2024-04-15,596.95
2024-04-16,596.81
2024-04-17,587.15
2024-04-18,586.46
2024-04-19,590.27
2024-04-22,589.96
2024-04-23,593.82
2024-04-24,592.16
2024-04-25,594.6
2024-04-26,595.94
2024-04-29,592.56
2024-04-30,586.17
2024-05-01,572.67
2024-05-02,573.17
2024-05-03,573.19
2024-05-06,576.95
2024-05-07,577.74
2024-05-08,577.29
2024-05-09,578.95
2024-05-10,577.15
2024-05-13,579.5
2024-05-14,575.52
2024-05-15,578.87
2024-05-16,581.57
2024-05-17,587.48
2024-05-20,591.05
2024-05-21,588.94
2024-05-22,583.19
2024-05-23,579.89
2024-05-24,581.69
2024-05-28,592.44
2024-05-29,587.53
2024-05-30,578.31
2024-05-31,573.28
2024-06-03,563.82
2024-06-04,557.9
2024-06-05,560.01
2024-06-06,569.12
2024-06-07,564.42
2024-06-10,571.7
2024-06-11,573
2024-06-12,576.48
2024-06-13,577.03
2024-06-14,575.09
2024-06-17,577.35
2024-06-18,582.33
2024-06-20,583.02
2024-06-21,579.06
2024-06-24,582.21
2024-06-25,577.37
2024-06-26,577.67
2024-06-27,580.49
2024-06-28,578.39
2024-07-01,584.55
2024-07-02,584.45
2024-07-03,588.72
2024-07-05,587.1
2024-07-08,579.83
2024-07-09,573.78
2024-07-10,573.02
2024-07-11,574.33
2024-07-12,572.39
2024-07-15,568.81
2024-07-16,564.21
2024-07-17,568.46
2024-07-18,566.72
2024-07-19,555.85
2024-07-22,556.89
2024-07-23,551.41
2024-07-24,553.92
2024-07-25,554.99
2024-07-26,549.28
2024-07-29,543.14
2024-07-30,539.11
2024-07-31,551.44
2024-08-01,544.37
2024-08-02,533.06
2024-08-05,529.35
2024-08-06,530.76
2024-08-07,537.37
2024-08-08,539.4
2024-08-09,542.08
2024-08-12,551.83
2024-08-13,544.41
2024-08-14,541.85
2024-08-15,546.51
2024-08-16,540.08
2024-08-19,536.75
2024-08-20,534.33
2024-08-21,530.51
2024-08-22,532.14
2024-08-23,540.46
2024-08-26,549.3
2024-08-27,544.54
2024-08-28,538.15
2024-08-29,544.08
2024-08-30,536.75
2024-09-03,524.79
2024-09-04,520.2
2024-09-05,520.15
2024-09-06,511.06
2024-09-09,514.82
2024-09-10,504.22
2024-09-11,510.8
2024-09-12,518.97
2024-09-13,519.1
2024-09-16,523.58
2024-09-17,527.64
2024-09-18,528.58
2024-09-19,533.99
2024-09-20,533.41
2024-09-23,534.36
2024-09-24,541.14
2024-09-25,536.8
2024-09-26,531.19
2024-09-27,532.93
2024-09-30,532.88
2024-10-01,540.87
2024-10-02,543.51
2024-10-03,555.54
2024-10-04,557.37
2024-10-07,566.65
2024-10-08,550.81
2024-10-09,547.77
2024-10-10,559.25
2024-10-11,559.64
2024-10-14,550.4
2024-10-15,536.76
2024-10-16,536.06
2024-10-17,537.02
2024-10-18,531.99
2024-10-21,536.49
2024-10-22,545.37
2024-10-23,542
2024-10-24,540.45
2024-10-25,546.32
2024-10-28,527.5
2024-10-29,527.51
2024-10-30,533.39
2024-10-31,534.2
2024-11-01,534.8
2024-11-04,543.04
2024-11-05,545.5
2024-11-06,541.48
2024-11-07,547.22
2024-11-08,538.42
2024-11-11,530.42
2024-11-12,530.5
2024-11-13,531.48
2024-11-14,530.34
2024-11-15,527.19
2024-11-18,538.05
2024-11-19,539.26
2024-11-20,539.27
2024-11-21,543.84
2024-11-22,547.19
2024-11-25,538.59
2024-11-26,538.99
2024-11-27,536.79
2024-11-29,535.71
2024-12-02,533.28
2024-12-03,540.02
2024-12-04,535.17
2024-12-05,534.62
2024-12-06,531.48
2024-12-09,537.23
2024-12-10,538.86
2024-12-11,545.36
2024-12-12,543.17
2024-12-13,546.3
2024-12-16,543.15
2024-12-17,538.76
2024-12-18,539.94
2024-12-19,535.88
2024-12-20,539.07
2024-12-23,537.33
2024-12-24,541.75
2024-12-26,540
2024-12-27,543.15
2024-12-30,547.91
2024-12-31,549.64
2025-01-02,555.63
2025-01-03,553.64
2025-01-06,555.82
2025-01-07,557.34
2025-01-08,552.88
2025-01-09,557.95
2025-01-10,570.97
2025-01-13,576.13
2025-01-14,571.9
2025-01-15,581.77
2025-01-16,579.33
2025-01-17,577.96
2025-01-21,572.99
2025-01-22,572.27
2025-01-23,570.26
2025-01-24,571.14
2025-01-27,562.49
2025-01-28,564.34
